link_no,start_location_lrp,start_location_offset,start_location_chainage,end_location_lrp,end_location_offset,end_location_chainage,length,heavy_truck_aadt,medium_truck_aadt,small_truck_aadt,large_bus_aadt,medium_bus_aadt,micro_bus_aadt,utility,car_aadt,total_motorized_aadt
Z6033-1,LRPS,0,0,LRPS,9895,9.895,9.895,na,na,na,na,na,na,na,na,na
Z6034-1,LRPS,0,0,LRPS,2659,2.659,2.659,0,0,1,0,0,0,0,0,785
Z6035-1,LRPS,0,0,LRP002,2900,4.96,4.96,0,0,1,0,0,0,0,0,785
Z6802-1,LRPS,0,0,LRP013,550,12.65,12.65,2,144,116,2,14,57,22,27,2333
Z6802-2,LRP013,550,12.65,LRP016,730,15.24,2.59,na,na,na,na,na,na,na,na,na
Z6802-3,LRP016,730,15.24,LRP022,750,21.29,6.05,na,na,na,na,na,na,na,na,na
Z6802-4,LRP022,750,21.29,LRP024,380,22.87,1.58,na,na,na,na,na,na,na,na,na
Z6802-5,LRP024,380,22.87,LRPE,0,34.61,11.74,2,137,111,2,14,56,22,27,2299
Z6803-1,LRPS,0,0,LRP013,420,11.925,11.925,4,182,283,54,96,43,42,45,2461
Z6805-1,LRPS,0,0,LRP029,1860,29.27,29.27,2,244,181,1,29,18,2,6,1547
Z6806-1,LRPS,0,0,LRP002,1160,3.2,3.2,0,138,208,0,74,36,22,36,2986
Z6806-2,LRP002,1160,3.2,LRPE,0,25.805,22.605,na,na,na,na,na,na,na,na,na
Z6809-1,LRPS,0,0,LRP007,907,6.907,6.907,na,na,na,na,na,na,na,na,na
Z6809-2,LRP007,907,6.907,LRP014,525,13.715,6.808,17,163,248,38,70,68,93,47,3002
Z6809-3,LRP014,525,13.715,LRPE,0,36.31,22.595,0,144,156,12,79,17,12,10,1313
Z6810-1,LRPS,0,0,LRP002,420,2.5,2.5,0,64,85,0,2,36,22,22,2098
Z6812-1,LRPS,0,0,LRP005,620,5.01,5.01,2,186,71,3,45,21,12,19,1692
Z6813-1,LRPS,0,0,LRP019,530,19.57,19.57,2,186,71,3,45,21,12,19,1692
Z6813-2,LRP019,530,19.57,LRP021,620,21.8,2.23,na,na,na,na,na,na,na,na,na
Z6813-3,LRP021,620,21.8,LRP033,470,32.83,11.03,na,na,na,na,na,na,na,na,na
Z6813-4,LRP033,470,32.83,LRP044,90,42.92,10.09,na,na,na,na,na,na,na,na,na
Z6813-5,LRP044,90,42.92,LRPE,0,59.95,17.03,3,154,221,8,110,107,41,76,2665
Z6816-1,LRPS,0,0,LRP005,230,5.24,5.24,9,761,201,35,64,74,0,34,5177
Z6817-1,LRPS,0,0,LRP017,5,16.125,16.125,2,98,86,36,31,12,3,5,1004
Z6818-1,LRPS,0,0,LRP004,525,4.595,4.595,0,40,255,0,0,20,11,8,2278
Z6819-1,LRPS,0,0,LRP009,270,7.57,7.57,0,32,60,0,0,0,1,1,1295
Z6851-1,LRPS,0,0,LRP011,1745,12.83,12.83,3,44,67,0,16,20,22,20,1448
Z6852-1,LRPS,0,0,LRP017,950,17.95,17.95,0,109,75,0,0,35,44,17,2029
Z6852-2,LRP017,950,17.95,LRP034,9655,43.37,25.42,na,na,na,na,na,na,na,na,na
Z6852-3,LRP034,9655,43.37,LRP052,10,51.02,7.65,na,na,na,na,na,na,na,na,na
Z6853-1,LRPS,0,0,LRP012,310,11.09,11.09,0,75,148,18,109,35,25,7,2355
Z6853-2,LRP012,310,11.09,LRPE,0,23.2,12.11,na,na,na,na,na,na,na,na,na
Z6855-1,LRPS,0,0,LRP014,999,15.479,15.479,0,1,0,0,0,0,0,0,209
Z6855-2,LRP014,999,15.479,LRPE,0,28.91,13.431,na,na,na,na,na,na,na,na,na
Z6856-1,LRPS,0,0,LRP029,635,28.625,28.625,na,na,na,na,na,na,na,na,na
Z6856-2,LRP029,635,28.625,LRPE,0,46.54,17.915,0,99,69,0,5,23,14,19,1450
Z7001-1,LRPS,0,0,LRP029,358,29.358,29.358,0,114,125,0,182,61,33,38,1412
Z7001-2,LRP029,358,29.358,LRP034,2437,35.787,6.429,0,114,125,0,182,61,33,38,1412
Z7001-3,LRP034,2437,35.787,LRP044,730,44.13,8.343,0,114,125,0,182,61,33,38,1412
Z7002-1,LRPS,0,0,LRP002,2691,4.691,4.691,0,21,24,59,53,21,12,12,1209
Z7004-1,LRPS,0,0,LRP035,6160,41.83,41.83,0,21,24,59,53,21,12,12,1209
Z7006-1,LRPS,0,0,LRPE,0,6.54,6.54,na,na,na,na,na,na,na,na,na
Z7007-1,LRPS,0,0,LRP017,30,16.43,16.43,4,66,114,4,87,16,55,13,1275
Z7008-1,LRPS,0,0,LRP008,1365,9.135,9.135,0,53,67,0,0,13,10,3,1082
Z7008-2,LRP008,1365,9.135,LRPE,0,36.61,27.475,na,na,na,na,na,na,na,na,na
Z7011-1,LRPS,0,0,LRP014,1055,14.095,14.095,0,80,88,0,33,86,7,40,1849
Z7012-1,LRPS,0,0,LRP026,560,25.41,25.41,0,46,43,0,85,19,7,11,1583
Z7021-1,LRPS,0,0,LRP019,730,20.27,20.27,0,170,174,0,0,95,43,67,3419
Z7021-2,LRP019,730,20.27,LRPE,0,29.71,9.44,na,na,na,na,na,na,na,na,na
Z7023-1,LRPS,0,0,LRP005,640,4.655,4.655,0,112,105,52,32,52,38,29,3696
Z7023-2,LRP005,640,4.655,LRPE,0,48.707,44.052,na,na,na,na,na,na,na,na,na
Z7024-1,LRPS,0,0,LRP009,1084,10.404,10.404,1,6,10,0,0,0,1,1,789
Z7024-2,LRP009,1084,10.404,LRPE,0,25.83,15.426,0,20,114,0,0,6,5,25,1674
Z7030-1,LRPS,0,0,LRP002,1120,3.12,3.12,na,na,na,na,na,na,na,na,na
Z7030-2,LRP002,1120,3.12,LRPE,0,26.61,23.49,0,41,61,1,99,84,12,9,2209
Z7031-1,LRPS,0,0,LRP016,1680,16.83,16.83,11,178,155,4,173,32,12,65,2594
Z7040-1,LRPS,0,0,LRP028,1010,29.195,29.195,0,0,1,0,0,0,0,0,468
Z7041-1,LRPS,0,0,LRPS,445,0.445,0.445,na,na,na,na,na,na,na,na,na
Z7041-2,LRPS,445,0.445,LRPS,3880,3.88,3.435,0,79,231,0,33,29,2,35,2392
Z7041-3,LRPS,3880,3.88,LRP021,1143,22.186,18.306,0,53,162,0,33,28,2,35,2499
Z7041-3,LRPS,3880,3.88,LRP021,1143,22.186,18.306,0,260,386,0,140,82,18,55,2774
Z7042-1,LRPS,0,0,LRP004,1000,4.66,4.66,0,79,231,0,33,29,2,35,2392
Z7043-1,LRPS,0,0,LRP029,15,28.78,28.78,0,79,231,0,33,29,2,35,2392
Z7045-1,LRPS,0,0,LRP018,2460,19.987,19.987,12,23,30,0,65,7,7,8,1858
Z7047-1,LRPS,0,0,LRP011,2621,13.68,13.68,0,82,161,0,20,25,11,4,1330
Z7050-1,LRPS,0,0,LRPS,1000,1,1,0,6,0,0,0,69,359,59,2648
Z7054-1,LRPS,0,0,LRP013,770,13.8,13.8,0,54,43,0,57,34,40,32,2568
Z7057-1,LRPS,0,0,LRP021,807,21.233,21.233,0,38,127,0,0,8,11,1,1477
Z7057-2,LRP021,807,21.233,LRPE,0,33.438,12.205,na,na,na,na,na,na,na,na,na
Z7058-1,LRPS,0,0,LRP003,14,2.013,2.013,na,na,na,na,na,na,na,na,na
Z7058-2,LRP003,14,2.013,LRP013,1100,13.1,11.087,0,9,19,0,0,0,0,0,614
Z7059-1,LRPS,0,0,LRPS,1300,1.3,1.3,0,74,19,0,0,0,0,0,875
Z7102-1,LRPS,0,0,LRP036,993,36.533,36.533,0,161,130,31,138,104,71,63,3262
Z7105-1,LRPS,0,0,LRPS,4955,4.955,4.955,na,na,na,na,na,na,na,na,na
Z7105-2,LRPS,4955,4.955,LRPE,0,14.65,9.695,na,na,na,na,na,na,na,na,na
Z7106-1,LRPS,0,0,LRP005,17140,22.3,22.3,0,0,17,0,1,4,4,2,1106
Z7106-2,LRP005,17140,22.3,LRPE,0,48.789,26.489,na,na,na,na,na,na,na,na,na
Z7108-1,LRPS,0,0,LRP014,3980,18.2,18.2,0,125,153,0,72,67,41,50,2450
Z7108-2,LRP014,3980,18.2,LRP014,7210,21.43,3.23,na,na,na,na,na,na,na,na,na
Z7108-3,LRP014,7210,21.43,LRP014,32422,46.642,25.212,na,na,na,na,na,na,na,na,na
Z7108-4,LRP014,32422,46.642,LRPE,0,64.697,18.055,na,na,na,na,na,na,na,na,na
Z7201-1,LRPS,0,0,LRP011,423,11.515,11.515,0,213,92,60,60,119,42,50,2381
Z7404-1,LRPS,0,0,LRP056b,2264,56.121,56.121,4,20,38,0,83,16,11,6,1163
Z7405-1,LRPS,0,0,LRP012,890,11.9,11.9,na,na,na,na,na,na,na,na,na
Z7405-2,LRP012,890,11.9,LRPE,0,26.982,15.082,na,na,na,na,na,na,na,na,na
Z7406-1,LRPS,0,0,LRPE,0,1.29,1.29,na,na,na,na,na,na,na,na,na
Z7407-1,LRPS,0,0,LRPS,2330,2.33,2.33,na,na,na,na,na,na,na,na,na
Z7408-1,LRPS,0,0,LRPS,1000,1,1,43,202,159,67,5,94,50,77,2595
Z7409-1,LRPS,0,0,LRP003,30,3.067,3.067,na,na,na,na,na,na,na,na,na
Z7409-2,LRP003,30,3.067,LRP003,3150,6.187,3.12,43,202,159,67,5,94,50,77,2595
Z7411-1,LRPS,0,0,LRP002,894,1.964,1.964,na,na,na,na,na,na,na,na,na
Z7411-2,LRP002,894,1.964,LRP020,1505,20.54,18.576,4,122,74,21,135,61,69,25,3616
Z7412-1,LRPS,0,0,LRP011,1400,12.4,12.4,na,na,na,na,na,na,na,na,na
Z7451-1,LRPS,0,0,LRPS,2090,2.09,2.09,na,na,na,na,na,na,na,na,na
Z7452-1,LRPS,0,0,LRP020,210,20.35,20.35,0,44,51,0,59,12,9,7,2125
Z7456-1,LRPS,0,0,LRP008,4627,12.552,12.552,0,55,50,3,49,18,12,10,2742
Z7456-2,LRP008,4627,12.552,LRPE,0,24.183,11.631,na,na,na,na,na,na,na,na,na
Z7457-1,LRPS,0,0,LRP018,2530,19.884,19.884,0,55,50,3,49,18,12,10,2742
Z7458-1,LRPS,0,0,LRPE,0,6.224,6.224,0,47,158,0,65,40,0,32,4667
Z7460-1,LRPS,0,0,LRP011,86,9.841,9.841,na,na,na,na,na,na,na,na,na
Z7460-2,LRP011,86,9.841,LRP023,1508,23.083,13.242,na,na,na,na,na,na,na,na,na
Z7461-1,LRPS,0,0,LRPE,0,35.4,35.4,na,na,na,na,na,na,na,na,na
Z7463-1,LRPS,0,0,LRP009,2690,10.93,10.93,4,141,125,0,64,24,12,11,1386
Z7464-1,LRPS,0,0,LRP015,1390,15.957,15.957,4,141,125,0,64,24,12,11,1386
Z7465-1,LRPS,0,0,LRPS,448,0.448,0.448,na,na,na,na,na,na,na,na,na
Z7465-2,LRPS,448,0.448,LRPE,0,17.195,16.747,0,230,214,0,0,5,0,4,2067
Z7466-1,LRPS,0,0,LRP007,2950,10.16,10.16,0,4,12,0,0,0,7,0,538
Z7467-1,LRPS,0,0,LRP002,1380,3.45,3.45,0,128,96,0,0,77,40,58,3194
Z7467-2,LRP002,1380,3.45,LRP010,1090,11.25,7.8,0,128,96,0,0,77,40,58,3194
Z7468-1,LRPS,0,0,LRPE,0,11.665,11.665,na,na,na,na,na,na,na,na,na
Z7469-1,LRPS,0,0,LRPE,0,1.824,1.824,na,na,na,na,na,na,na,na,na
Z7488-1,LRPS,0,0,LRP014,2035,15.685,15.685,0,30,45,0,4,23,7,13,986
Z7489-1,LRPS,0,0,LRP017,744,16.375,16.375,0,5,28,0,0,0,11,2,668
Z7489-2,LRP017,744,16.375,LRP034,6970,38.655,22.28,0,5,28,0,0,0,11,2,668
Z7501-1,LRPS,0,0,LRP003,1310,4.34,4.34,0,77,84,0,96,8,24,6,1276
Z7502-1,LRPS,0,0,LRPE,0,25.125,25.125,3,56,47,9,57,17,8,12,896
Z7503-1,LRPS,0,0,LRPE,0,23.485,23.485,na,na,na,na,na,na,na,na,na
Z7504-1,LRPS,0,0,LRPE,0,9.5,9.5,0,24,132,0,26,54,23,30,2187
Z7505-1,LRPS,0,0,LRPS,1960,1.96,1.96,0,46,57,25,66,36,41,44,3065
Z7505-2,LRPS,1960,1.96,LRPE,0,3.92,1.96,na,na,na,na,na,na,na,na,na
Z7506-1,LRPS,0,0,LRP061,930,61.265,61.265,0,1,36,0,0,4,2,2,885
Z7551-1,LRPS,0,0,LRP013,3585,15.097,15.097,4,80,110,0,0,86,9,9,938
Z7551-2,LRP013,3585,15.097,LRP018,940,17.49,2.393,0,2,11,0,0,1,0,0,989
Z7552-1,LRPS,0,0,LRP007,314,6.304,6.304,41,384,230,0,0,60,55,71,2704
Z7552-2,LRP007,314,6.304,LRP021,1018,19.925,13.621,0,180,148,0,0,18,191,11,2512
Z7553-1,LRPS,0,0,LRP002,255,2.275,2.275,0,61,77,6,38,36,16,23,2850
Z7553-2,LRP002,255,2.275,LRP032,490,33.07,30.795,0,61,77,6,38,36,16,23,2850
Z7602-1,LRPS,0,0,LRP005,263,5.273,5.273,1,177,340,101,191,177,79,110,6078
Z7602-2,LRP005,263,5.273,LRP033,2000,35.04,29.767,1,177,340,101,191,177,79,110,6078
Z7603-1,LRPS,0,0,LRP023,1283,24.305,24.305,na,na,na,na,na,na,na,na,na
Z7603-2,LRP023,1283,24.305,LRP026,26388,52,27.695,0,113,195,0,244,57,24,56,2718
Z7604-1,LRPS,0,0,LRP008,2,8.012,8.012,na,na,na,na,na,na,na,na,na
Z7604-2,LRP008,2,8.012,LRP030,3352,33.442,25.43,0,119,124,0,46,27,0,19,2120
Z7604-3,LRP030,3352,33.442,LRPE,0,63.585,30.143,na,na,na,na,na,na,na,na,na
Z7605-1,LRPS,0,0,LRPS,12350,12.35,12.35,0,113,195,0,244,57,24,56,2718
Z7606-1,LRPS,0,0,LRP002,462,1.574,1.574,na,na,na,na,na,na,na,na,na
Z7606-2,LRP002,462,1.574,LRP022,2100,23.142,21.568,0,23,66,0,46,37,0,19,1585
Z7607-1,LRPS,0,0,LRP006,473,5.423,5.423,0,12,134,103,83,140,32,131,3622
Z7609-1,LRPS,0,0,LRP010,597,10.605,10.605,4,40,41,54,77,37,39,19,2726
Z7610-1,LRPS,0,0,LRP032,8000,40,40,0,103,119,1,27,17,12,5,1415
Z7613-1,LRPS,0,0,LRP010,25,10.1,10.1,8,48,131,21,12,17,9,36,1890
Z7615-1,LRPS,0,0,LRP027,4390,30.1,30.1,0,23,66,0,46,37,0,19,1585
Z7617-1,LRPS,0,0,LRP015,670,15.704,15.704,na,na,na,na,na,na,na,na,na
Z7617-2,LRP015,670,15.704,LRP019,248,19.317,3.613,33,228,173,31,88,48,24,32,2798
Z7617-3,LRP019,248,19.317,LRP027,177,27.285,7.968,33,228,173,31,88,48,24,32,2798
Z7618-1,LRPS,0,0,LRP031,754,31.945,31.945,33,228,173,31,88,48,24,32,2798
Z7619-1,LRPS,0,0,LRP026,20,24.87,24.87,0,19,28,0,1,8,21,1,1812
Z7701-1,LRPS,0,0,LRP003,22892,25.892,25.892,0,0,0,0,0,0,56,0,1784
Z7702-1,LRPS,0,0,LRP001,3613,3.621,3.621,0,302,326,138,138,119,27,49,2672
Z7702-2,LRP001,3613,3.621,LRP001,16446,16.454,12.833,0,75,74,33,50,16,18,10,2225
Z7702-2,LRP001,3613,3.621,LRP001,16446,16.454,12.833,0,40,134,4,100,85,13,9,2287
Z7702-3,LRP001,16446,16.454,LRP024,3040,25.988,9.534,na,na,na,na,na,na,na,na,na
Z7702-4,LRP024,3040,25.988,LRP053,202,52.039,26.051,0,75,74,33,50,16,18,10,2225
Z7703-1,LRPS,0,0,LRP007,1455,7.45,7.45,6,73,52,40,58,43,28,48,1520
Z7704-1,LRPS,0,0,LRPS,1571,1.571,1.571,0,25,43,23,27,16,13,9,1086
Z7704-2,LRPS,1571,1.571,LRP014,1064,15.045,13.474,na,na,na,na,na,na,na,na,na
Z7704-3,LRP014,1064,15.045,LRP037,200,36.754,21.709,0,25,42,20,27,15,13,9,1078
Z7704-4,LRP037,200,36.754,LRP039,533,39.057,2.303,na,na,na,na,na,na,na,na,na
Z7704-5,LRP039,533,39.057,LRPE,0,49.064,10.007,na,na,na,na,na,na,na,na,na
Z7705-1,LRPS,0,0,LRPS,12920,12.92,12.92,0,25,43,23,27,16,13,9,1086
Z7706-1,LRPS,0,0,LRPS,2990,2.99,2.99,0,25,43,23,27,16,13,9,1086
Z7707-1,LRPS,0,0,LRP012,1990,13.99,13.99,na,na,na,na,na,na,na,na,na
Z7707-2,LRP012,1990,13.99,LRP012,19000,31,17.01,na,na,na,na,na,na,na,na,na
Z7708-1,LRPS,0,0,LRP024,490,24.5,24.5,0,79,112,0,104,12,23,14,1755
Z7709-1,LRPS,0,0,LRPS,1079,1.079,1.079,na,na,na,na,na,na,na,na,na
Z7709-2,LRPS,1079,1.079,LRPS,1806,1.806,0.727,na,na,na,na,na,na,na,na,na
Z7709-3,LRPS,1806,1.806,LRPS,4860,4.86,3.054,13,55,96,59,59,14,28,29,3459
Z7709-4,LRPS,4860,4.86,LRPE,0,6.37,1.51,na,na,na,na,na,na,na,na,na
Z7710-1,LRPS,0,0,LRP034,6000,40,40,0,0,0,0,0,0,0,0,745
Z7711-1,LRPS,0,0,LRP017,1933,17.345,17.345,0,0,0,0,0,0,0,0,745
Z7715-1,LRPS,0,0,LRPS,2573,2.573,2.573,3,81,123,39,125,137,119,96,1391
Z7716-1,LRPS,0,0,LRPS,10740,10.74,10.74,0,25,43,23,27,16,13,9,1086
Z7717-1,LRPS,0,0,LRP002,121,2.103,2.103,3,175,138,0,54,44,16,5,2340
Z7717-2,LRP002,121,2.103,LRPE,0,33.87,31.767,na,na,na,na,na,na,na,na,na
Z7718-1,LRPS,0,0,LRPS,42000,42,42,0,4,16,0,0,7,1,54,1197
Z7719-1,LRPS,0,0,LRPSa,2055,2.08,2.08,0,32,59,12,27,19,21,18,1052
Z7801-1,LRPS,0,0,LRP006,16855,22.855,22.855,0,15,29,7,26,18,9,15,968
Z8002-1,LRPS,0,0,LRP014,1926,15.926,15.926,0,195,520,0,86,297,32,586,4778
Z8002-2,LRP014,1926,15.926,LRP022,2318,23.355,7.429,na,na,na,na,na,na,na,na,na
Z8003-1,LRPS,0,0,LRPS,11105,11.105,11.105,0,32,70,0,25,23,11,16,946
Z8004-1,LRPS,0,0,LRP007c,0,7.61,7.61,0,118,104,0,145,39,30,73,3280
Z8004-2,LRP007c,0,7.61,LRP012,4800,16.8,9.19,na,na,na,na,na,na,na,na,na
Z8004-3,LRP012,4800,16.8,LRPE,0,20.455,3.655,na,na,na,na,na,na,na,na,na
Z8005-1,LRPS,0,0,LRPS,13782,13.782,13.782,0,0,14,0,0,11,6,11,635
Z8009-1,LRPS,0,0,LRPS,1670,1.67,1.67,0,28,38,0,0,6,5,7,871
Z8011-1,LRPS,0,0,LRP032,1980,34.1,34.1,0,78,174,41,115,31,32,63,3191
Z8012-1,LRPS,0,0,LRP015,428,15.308,15.308,0,119,66,80,93,76,45,57,2788
Z8012-2,LRP015,428,15.308,LRP028,1464,28.646,13.338,0,73,99,0,2,33,12,30,1867
Z8021-1,LRPS,0,0,LRP011,5841,16.815,16.815,0,113,64,0,106,35,5,6,2069
Z8023-1,LRPS,0,0,LRP003,4015,6.6,6.6,0,163,129,63,112,98,60,97,1382
Z8031-1,LRPS,0,0,LRP006,816,6.642,6.642,0,147,158,5,103,20,15,9,2144
Z8031-2,LRP006,816,6.642,LRP006,1724,7.55,0.908,0,147,158,5,103,20,15,9,2144
Z8031-3,LRP006,1724,7.55,LRP006,4081,9.907,2.357,0,147,158,5,103,20,15,9,2144
Z8031-4,LRP006,4081,9.907,LRP020,5622,24.971,15.064,0,147,158,5,103,20,15,9,2144
Z8031-5,LRP020,5622,24.971,LRP046,1152,46.242,21.271,0,147,158,5,103,20,15,9,2144
Z8032-1,LRPS,0,0,LRP001,6580,7.59,7.59,na,na,na,na,na,na,na,na,na
Z8032-2,LRP001,6580,7.59,LRPE,0,27.9,20.31,na,na,na,na,na,na,na,na,na
Z8033-1,LRPS,0,0,LRP014,485,14.485,14.485,0,18,85,22,133,43,15,22,1915
Z8033-2,LRP014,485,14.485,LRP015,835,15.835,1.35,0,17,81,22,129,41,15,22,1856
Z8033-3,LRP015,835,15.835,LRP018,90,18.09,2.255,0,17,81,22,129,41,15,22,1856
Z8033-4,LRP018,90,18.09,LRP026,990,26.84,8.75,0,17,81,22,129,41,15,22,1856
Z8033-5,LRP026,990,26.84,LRP039,249,39.029,12.189,0,17,81,22,129,41,15,22,1856
Z8033-6,LRP039,249,39.029,LRP039,2749,41.529,2.5,0,17,81,22,129,41,15,22,1856
Z8033-7,LRP039,2749,41.529,LRP039,3689,42.469,0.94,0,17,81,22,129,41,15,22,1856
Z8033-8,LRP039,3689,42.469,LRP044,6140,49.36,6.891,0,17,81,22,129,41,15,22,1856
Z8034-1,LRPS,0,0,LRP010,207,10.047,10.047,0,118,77,16,64,22,9,18,1039
Z8034-3,LRP010,207,10.047,LRP024,11830,35.83,25.783,0,23,35,18,0,11,6,13,665
Z8035-1,LRPS,0,0,LRP014,9750,23.8,23.8,na,na,na,na,na,na,na,na,na
Z8037-1,LRPS,0,0,LRP014,1890,15.71,15.71,0,0,122,0,0,0,0,0,1362
Z8037-2,LRP014,1890,15.71,LRP016,12600,28.43,12.72,0,12,35,0,0,112,22,34,610
Z8038-1,LRPS,0,0,LRPS,3774,3.774,3.774,0,40,129,19,41,49,13,20,2079
Z8038-2,LRPS,3774,3.774,LRPS,6770,6.77,2.996,0,40,129,19,41,49,13,20,2079
Z8040-1,LRPS,0,0,LRPS,540,0.54,0.54,0,0,66,0,14,17,15,35,1533
Z8043-1,LRPS,0,0,LRP020,21738,41.867,41.867,0,0,0,0,0,0,0,0,948
Z8044-1,LRPS,0,0,LRP003,85,2.095,2.095,0,3,1,74,149,9,1,1,918
Z8044-2,LRP003,85,2.095,LRPE,0,31.89,29.795,na,na,na,na,na,na,na,na,na
Z8048-1,LRPS,0,0,LRP001,1796,2.78,2.78,0,0,0,0,0,0,0,0,953
Z8049-1,LRPS,0,0,LRP004,784,3.768,3.768,1,51,70,2,69,61,28,57,1893
Z8051-1,LRPS,0,0,LRPS,556,0.556,0.556,na,na,na,na,na,na,na,na,na
Z8052-1,LRPS,0,0,LRPS,3636,3.636,3.636,35,124,151,88,125,108,33,75,2520
Z8052-2,LRPS,3636,3.636,LRPS,7667,7.667,4.031,na,na,na,na,na,na,na,na,na
Z8052-3,LRPS,7667,7.667,LRP015,596,15.389,7.722,na,na,na,na,na,na,na,na,na
Z8052-4,LRP015,596,15.389,LRP025,730,25.993,10.604,29,104,131,62,108,87,27,62,2979
Z8052-5,LRP025,730,25.993,LRPE,0,26.789,0.796,na,na,na,na,na,na,na,na,na
Z8053-1,LRPS,0,0,LRPS,9120,9.12,9.12,0,0,13,0,0,4,2,5,1481
Z8054-1,LRPS,0,0,LRPS,10029,10.029,10.029,0,0,0,0,0,0,7,0,630
Z8055-1,LRPS,0,0,LRPS,1300,1.3,1.3,na,na,na,na,na,na,na,na,na
Z8056-1,LRPS,0,0,LRP010,842,9.574,9.574,0,85,121,0,3,14,10,11,963
Z8056-2,LRP010,842,9.574,LRP023,3069,25.405,15.831,0,8,33,0,47,3,1,17,2588
Z8057-1,LRPS,0,0,LRPS,1370,1.37,1.37,na,na,na,na,na,na,na,na,na
Z8058-1,LRPS,0,0,LRP012,3382,15.382,15.382,0,0,10,0,0,0,2,0,1606
Z8058-2,LRP012,3382,15.382,LRP012,4413,16.413,1.031,0,0,10,0,0,0,2,0,1606
Z8059-1,LRPS,0,0,LRPS,2606,2.606,2.606,na,na,na,na,na,na,na,na,na
Z8062-1,LRPS,0,0,LRPS,3750,3.75,3.75,0,4,21,0,0,18,11,15,904
Z8062-2,LRPS,3750,3.75,LRPS,8080,8.08,4.33,0,4,21,0,0,18,11,15,904
Z8065-1,LRPS,0,0,LRP017,1090,17.52,17.52,0,154,137,0,225,114,69,83,2542
Z8065-2,LRP017,1090,17.52,LRP026,245,25.297,7.777,0,55,140,5,110,24,39,28,1506
Z8067-1,LRPS,0,0,LRPS,6950,6.95,6.95,0,158,138,0,142,102,14,43,1952
Z8121-1,LRPS,0,0,LRP001,1215,2.215,2.215,na,na,na,na,na,na,na,na,na
Z8121-2,LRP001,1215,2.215,LRP028,9089,36.677,34.462,0,82,116,0,0,0,9,32,2910
Z8201-1,LRPS,0,0,LRPS,7470,7.47,7.47,0,492,463,175,277,488,108,347,7392
Z8203-1,LRPS,0,0,LRPS,23894,23.894,23.894,0,0,52,27,0,38,9,37,502
Z8204-1,LRPS,0,0,LRPS,9628,9.628,9.628,0,0,151,0,0,192,38,126,1388
Z8205-1,LRPS,0,0,LRPS,8120,8.12,8.12,na,na,na,na,na,na,na,na,na
Z8205-2,LRPS,8120,8.12,LRPE,0,13.42,5.3,0,4,1,0,0,7,0,1,2088
Z8206-1,LRPS,0,0,LRPS,2505,2.505,2.505,0,0,54,0,53,35,6,73,1777
Z8206-2,LRPS,2505,2.505,LRPS,9975,9.975,7.47,na,na,na,na,na,na,na,na,na
Z8206-3,LRPS,9975,9.975,LRPE,0,12.165,2.19,na,na,na,na,na,na,na,na,na
Z8207-1,LRPS,0,0,LRPS,6120,6.12,6.12,0,153,156,78,72,152,8,77,2594
Z8208-1,LRPS,0,0,LRP004,2675,6,6,355,281,502,0,58,1020,109,1039,11378
Z8209-1,LRPS,0,0,LRP018,6280,23.28,23.28,355,281,502,0,58,1020,109,1039,11378
Z8401-1,LRPS,0,0,LRP012,990,12.26,12.26,0,86,160,15,138,11,56,73,2746
Z8402-1,LRPS,0,0,LRP007,3192,10.182,10.182,0,118,95,0,152,68,42,63,2076
Z8402-2,LRP007,3192,10.182,LRPE,0,37.691,27.509,na,na,na,na,na,na,na,na,na
Z8404-1,LRPS,0,0,LRP007,5430,12.46,12.46,0,153,130,82,93,64,40,35,2312
Z8408-1,LRPS,0,0,LRP002,1891,3.14,3.14,0,0,48,0,0,63,35,71,1129
Z8408-2,LRP002,1275,3.14,LRP002,12200,13.449,10.309,0,0,48,0,0,63,35,71,1129
Z8412-1,LRPS,0,0,LRPS,12670,12.67,12.67,0,25,28,0,0,0,0,0,732
Z8414-1,LRPS,0,0,LRPS,2410,2.41,2.41,0,32,161,0,0,49,0,43,1808
Z8416-1,LRPS,0,0,LRP007,940,6.5,6.5,0,32,161,0,0,49,0,43,1808
Z8419-1,LRPS,0,0,LRPS,23000,23,23,na,na,na,na,na,na,na,na,na
Z8420-1,LRPS,0,0,LRPS,6100,6.1,6.1,0,166,136,0,0,51,21,34,1674
Z8429-1,LRPS,0,0,LRPS,1750,1.75,1.75,8,2,7,0,0,34,44,3,1733
Z8430-1,LRPS,0,0,LRP004,14300,18.26,18.26,8,2,7,0,0,34,44,3,1733
Z8504-1,LRPS,0,0,LRP001,870,1.87,1.87,26,5,8,0,0,46,44,6,1837
Z8507-1,LRPS,0,0,LRPS,1400,1.4,1.4,26,5,8,0,0,46,44,6,1837
Z8601-1,LRPS,0,0,LRP005,152,4.932,4.932,4,91,220,1,26,63,0,37,1737
Z8601-2,LRP005,152,4.932,LRP016,452,16.012,11.08,4,91,220,1,26,63,0,37,1737
Z8602-1,LRPS,0,0,LRP003,1815,4.665,4.665,15,29,116,2,84,26,11,7,2731
Z8602-2,LRP003,1815,4.665,LRP003,3170,6.02,1.355,15,29,116,2,84,26,11,7,2731
Z8602-3,LRP003,3170,6.02,LRP011,310,11.3,5.28,15,29,116,2,84,26,11,7,2731
Z8603-1,LRPS,0,0,LRP007,568,7.578,7.578,15,29,116,2,84,26,11,7,2731
